StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q12,Q13,Q4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_10_TEXT,Q8,Q9,Q7,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q11,Q15,Q15_4_TEXT,Q16,Q19
10/18/19 18:52,10/18/19 18:55,IP Address,0.0.0.51,100,157,TRUE,10/18/19 18:55,R_1exxLFKRm0GVBDU,,,,,0,0,anonymous,EN,5,2018,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,,Time,Reminders,,,Somewhat agree,Somewhat agree,it has some password to access the some devices and some informations.,Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,25 - 34,Male,,Yes,Master's degree
10/18/19 18:48,10/18/19 18:55,IP Address,0.0.0.52,100,433,TRUE,10/18/19 18:55,R_25vGPbqI2VuJXs6,,,,,0,0,anonymous,EN,7,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,Conversation,,Alarm,,,,,,Strongly agree,Somewhat agree,it gathers information about the third-party smart home devices you connect to your Amazon smart speaker,I don't know,Probably incorrect,I don't know,Probably incorrect,Probably incorrect,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:50,10/18/19 18:56,IP Address,0.0.0.53,100,361,TRUE,10/18/19 18:56,R_1dtUcbMLZkn4c9v,,,,,0,0,anonymous,EN,6,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Strongly agree,i was used hear the song along so i felt happy thats you i told its privacy device ,Probably incorrect,I don't know,Probably correct,I don't know,Probably correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:55,10/18/19 18:56,IP Address,0.0.0.54,100,37,TRUE,10/18/19 18:56,R_bguuYRSNwBm8Zmp,,,,,0,0,anonymous,EN,5,2015,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,nothing,Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:55,10/18/19 18:57,IP Address,0.0.0.55,100,91,TRUE,10/18/19 18:57,R_spUxckuHBA5GtvH,,,,,0,0,anonymous,EN,7,2018,21+,"Audio (music, radio, podcasts, etc)",Information,,,Shopping,Alarm,,,Reminders,,,Strongly agree,Strongly agree,"Amazon's Echo devices are neat, but having a network-connected. Here's what we need to consider about Alexa's effect on our privacy.",Probably correct,I don't know,Probably correct,I don't know,Probably correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:56,10/18/19 18:57,IP Address,0.0.0.56,100,42,TRUE,10/18/19 18:57,R_3NyLQLaRG4Iyn3q,,,,,0,0,anonymous,EN,5,2015,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,nothing,Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,18 - 24,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:56,10/18/19 18:57,IP Address,0.0.0.57,100,87,TRUE,10/18/19 18:57,R_2s6dMilxmiKBl5Z,,,,,0,0,anonymous,EN,5,2014,21+,"Audio (music, radio, podcasts, etc)",,,Conversation,,,,,,,,Strongly agree,Strongly agree,not to hack,Probably incorrect,Definitely incorrect,Probably incorrect,Definitely incorrect,Probably incorrect,25 - 34,Male,,Yes,Doctoral degree
10/18/19 18:55,10/18/19 18:57,IP Address,0.0.0.58,100,127,TRUE,10/18/19 18:57,R_1FfyvIn6nt4Sx6b,,,,,0,0,anonymous,EN,5,2014,21+,"Audio (music, radio, podcasts, etc)",,,Conversation,,,,,,,,Strongly agree,Strongly agree,not to hack,Definitely correct,Probably correct,Probably correct,Definitely correct,Probably correct,25 - 34,Female,,Yes,Doctoral degree
10/18/19 18:48,10/18/19 18:58,IP Address,0.0.0.59,100,595,TRUE,10/18/19 18:58,R_1jCITyZEr2uapZC,,,,,0,0,anonymous,EN,10,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,Conversation,Shopping,,,,,,,Somewhat agree,Neither agree nor disagree,it gathers information about the third-party smart home devices you connect to your amazon smart speaker ,Probably correct,Probably correct,Probably incorrect,Probably correct,Probably incorrect,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:56,10/18/19 18:58,IP Address,0.0.0.60,100,120,TRUE,10/18/19 18:58,R_1nNROHKrX8gdEjc,,,,,0,0,anonymous,EN,2,2014,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Strongly agree,Strongly agree,yes,Definitely incorrect,Probably incorrect,Definitely incorrect,Probably incorrect,Definitely incorrect,25 - 34,Female,,Yes,Master's degree
10/18/19 18:47,10/18/19 18:58,IP Address,0.0.0.61,100,687,TRUE,10/18/19 18:58,R_2ByWi5qfh64jYtt,,,,,0,0,anonymous,EN,10,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,Conversation,,,Weather,,,,,Strongly agree,Strongly agree,it gathers information about the third-party smart home  devices you  connect to your amazon smart  speaker,I don't know,Probably incorrect,Probably correct,Probably incorrect,Probably correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:55,10/18/19 18:59,IP Address,0.0.0.62,100,244,TRUE,10/18/19 18:59,R_1DYCb2Zfh8A6btZ,,,,,0,0,anonymous,EN,6,2018,20-Nov,"Audio (music, radio, podcasts, etc)",,,Conversation,,Alarm,Weather,Time,,,,Strongly agree,Somewhat agree,Yes all time i am set for sound this device good for useing.,Probably correct,Definitely correct,I don't know,Definitely correct,Probably correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:57,10/18/19 19:00,IP Address,0.0.0.63,100,173,TRUE,10/18/19 19:00,R_3MiFEdoPjpVNRnJ,,,,,0,0,anonymous,EN,6,2019,20-Nov,"Audio (music, radio, podcasts, etc)",,,,,,Weather,,,,,Strongly agree,Somewhat agree,nothing really now,I don't know,I don't know,Definitely correct,Definitely correct,I don't know,55 - 64,Female,,No,High school graduate (high school diploma or equivalent including GED)
10/18/19 18:58,10/18/19 19:01,IP Address,0.0.0.64,100,175,TRUE,10/18/19 19:01,R_PYhbtXPQJvpNFyp,,,,,0,0,anonymous,EN,5,2018,10-Jan,,,Controlling other devices,Conversation,Shopping,Alarm,Weather,,,,,Somewhat agree,Somewhat agree,very good quality,Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 18:50,10/18/19 19:02,IP Address,0.0.0.65,100,731,TRUE,10/18/19 19:02,R_2c75n4tbwYkg51B,,,,,0,0,anonymous,EN,8,2018,10-Jan,,,,Conversation,Shopping,,,Time,,,,Somewhat agree,Neither agree nor disagree,it gathers information about the third-party smart home devices you connect to your amazon smart speaker,Probably correct,Definitely correct,Probably incorrect,Probably correct,Definitely correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 19:00,10/18/19 19:02,IP Address,0.0.0.66,100,129,TRUE,10/18/19 19:02,R_1rJJWjVpPBotUsB,,,,,0,0,anonymous,EN,10,2019,10-Jan,,Information,,,Shopping,,Weather,Time,Reminders,,,Strongly agree,Somewhat agree,good,Probably incorrect,Definitely incorrect,Probably incorrect,Definitely incorrect,Probably incorrect,25 - 34,Female,,Yes,Master's degree
10/18/19 18:50,10/18/19 19:02,IP Address,0.0.0.67,100,727,TRUE,10/18/19 19:02,R_22mgEZcnlZzSlUe,,,,,0,0,anonymous,EN,8,2018,10-Jan,,Information,,Conversation,,Alarm,,,Reminders,,,Strongly agree,Strongly agree,"'s Echo devices are neat, but having a network-connected. But enabling this, even with a family member you trust, can still be a privacy concern. This one adds convenience in exchange for less privacy/security.",Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 19:01,10/18/19 19:02,IP Address,0.0.0.68,100,60,TRUE,10/18/19 19:02,R_2xLXQhzF5QC2vGo,,,,,0,0,anonymous,EN,5,2014,21+,"Audio (music, radio, podcasts, etc)",,,Conversation,,,,,,,,Strongly agree,Strongly agree,not to hack,Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,25 - 34,Male,,Yes,Doctoral degree
10/18/19 19:01,10/18/19 19:03,IP Address,0.0.0.69,100,118,TRUE,10/18/19 19:03,R_1nW57LPUXBVs664,,,,,0,0,anonymous,EN,12,2017,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Strongly disagree,Strongly disagree,I don't have any concerns,Definitely correct,I don't know,I don't know,I don't know,I don't know,35 - 44,Female,,No,High school graduate (high school diploma or equivalent including GED)
10/18/19 18:58,10/18/19 19:04,IP Address,0.0.0.70,100,347,TRUE,10/18/19 19:04,R_r1m93pW7VRxyT1D,,,,,0,0,anonymous,EN,6,2019,10-Jan,,Information,,Conversation,Shopping,Alarm,,,,,,Somewhat disagree,Strongly disagree,I HAVE NO SECURITY CONCERN ABOUT MY DEVICE,Probably correct,I don't know,Probably correct,I don't know,Probably incorrect,25 - 34,Male,,Yes,Master's degree
10/18/19 19:03,10/18/19 19:05,IP Address,0.0.0.71,100,94,TRUE,10/18/19 19:05,R_1LGbnS5mZu8rVCN,,,,,0,0,anonymous,EN,4,2018,10-Jan,,Information,,Conversation,Shopping,Alarm,,Time,,,,Somewhat agree,Somewhat agree,i secure my mobile and home privacy product,I don't know,Probably incorrect,Probably correct,I don't know,I don't know,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 19:03,10/18/19 19:06,IP Address,0.0.0.72,100,127,TRUE,10/18/19 19:06,R_3PH4ELeKCN81yrj,,,,,0,0,anonymous,EN,11,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,Conversation,,Alarm,,,,,,Neither agree nor disagree,Neither agree nor disagree,high level sound,I don't know,Probably incorrect,Definitely incorrect,Probably incorrect,I don't know,45 - 54,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 19:04,10/18/19 19:06,IP Address,0.0.0.73,100,116,TRUE,10/18/19 19:06,R_2wdGwnHHzKWscyU,,,,,0,0,anonymous,EN,6,2019,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,it is very safe and it is very good to use and very good to buy and suggestions for other so i love my device more,Probably correct,I don't know,Probably correct,I don't know,I don't know,25 - 34,Male,,Yes,Master's degree
10/18/19 18:57,10/18/19 19:06,IP Address,0.0.0.74,100,556,TRUE,10/18/19 19:06,R_1Lk5TMG2feYpkIC,,,,,0,0,anonymous,EN,8,2018,10-Jan,,,Controlling other devices,,Shopping,,,,,,,Somewhat agree,Somewhat agree,"Google, tech giant, the biggest and most used search engine",Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,25 - 34,Female,,Yes,Associate degree in college (2-year)
10/18/19 19:04,10/18/19 19:07,IP Address,0.0.0.75,100,159,TRUE,10/18/19 19:07,R_3fv1gZKZ5z7FaeP,,,,,0,0,anonymous,EN,11,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,Alarm,Weather,Time,Reminders,,,Strongly agree,Strongly agree,"I know the thing is listening to everything I say. I have to turn it off when I have someone visiting me, or when I want to watch something that may be taken out of context. ",Definitely correct,Definitely correct,Probably correct,I don't know,Definitely correct,25 - 34,Male,,Yes,Some college but no degree
10/18/19 19:07,10/18/19 19:09,IP Address,0.0.0.76,100,125,TRUE,10/18/19 19:09,R_1qU8nGPyCfRYhS9,,,,,0,0,anonymous,EN,1,2019,10-Jan,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,,,Weather,Time,Reminders,,,Somewhat agree,Somewhat agree,I worry about someone listening in to our conversations when not in use.,I don't know,Probably correct,Definitely correct,I don't know,I don't know,35 - 44,Female,,No,Some college but no degree
10/18/19 19:04,10/18/19 19:09,IP Address,0.0.0.77,100,307,TRUE,10/18/19 19:09,R_3j8P5DGK1ZXrgBt,,,,,0,0,anonymous,EN,10,2019,10-Jan,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,its only acces with my voice,Definitely correct,Probably correct,I don't know,Probably correct,I don't know,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 19:13,10/18/19 19:14,IP Address,0.0.0.78,100,83,TRUE,10/18/19 19:14,R_1P8fsraRwGsc3cL,,,,,0,0,anonymous,EN,7,2019,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,,,Alarm,Weather,Time,Reminders,,,Strongly agree,Strongly agree,Password and pin security.,Probably correct,Definitely correct,Definitely correct,I don't know,Probably incorrect,25 - 34,Male,,No,Bachelor's degree in college (4-year)
10/18/19 19:18,10/18/19 19:19,IP Address,0.0.0.79,100,67,TRUE,10/18/19 19:19,R_3mgXvJaqpJ9vaN9,,,,,0,0,anonymous,EN,4,2018,10-Jan,,Information,Controlling other devices,Conversation,,,,,,,,Somewhat agree,Strongly agree,"Mobile security is the protection of smartphones, tablets, laptops and other portable computing devices, and the networks they connect to, from threats and vulnerabilities associated with wireless computing. Mobile security is also known as wireless security.
",Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,18 - 24,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 19:20,10/18/19 19:21,IP Address,0.0.0.80,100,65,TRUE,10/18/19 19:21,R_2wbP8WcV0tVbfak,,,,,0,0,anonymous,EN,5,2019,10-Jan,,,Controlling other devices,Conversation,,Alarm,Weather,,,,,Somewhat agree,Somewhat agree,"Mobile security is the protection of smartphones, tablets, laptops and other portable computing devices, and the networks they connect to, from threats and vulnerabilities associated with wireless computing. Mobile security is also known as wireless security.
",I don't know,Probably correct,Probably correct,Definitely correct,Probably correct,18 - 24,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 19:19,10/18/19 19:22,IP Address,0.0.0.81,100,186,TRUE,10/18/19 19:22,R_2CcT4VFgHvtWUsH,,,,,0,0,anonymous,EN,8,2018,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,,,,,,,,,Somewhat agree,Strongly agree,Nothing,Probably correct,I don't know,Probably correct,I don't know,Probably correct,25 - 34,Male,,No,Master's degree
10/18/19 19:20,10/18/19 19:22,IP Address,0.0.0.82,100,86,TRUE,10/18/19 19:22,R_1MXJjvOpWjnjQVx,,,,,0,0,anonymous,EN,7,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,,Shopping,,,,,,,Strongly agree,Somewhat agree,"Search engines. Google, tech giant, the biggest and most used search engine collects a lot of information about its users",Probably correct,Probably incorrect,Probably correct,I don't know,Definitely incorrect,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
10/18/19 19:22,10/18/19 19:25,IP Address,0.0.0.83,100,197,TRUE,10/18/19 19:25,R_401aKljk7FSwyk1,,,,,0,0,anonymous,EN,6,2017,10-Jan,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,,,,,,Strongly agree,Strongly agree,MY DEVICE SECURITY IS VERY SAFE,I don't know,Probably correct,Probably correct,Definitely correct,Probably correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
10/18/19 19:26,10/18/19 19:30,IP Address,0.0.0.84,100,218,TRUE,10/18/19 19:30,R_ebn7H7hR1NRWss9,,,,,0,0,anonymous,EN,8,2018,10-Jan,"Audio (music, radio, podcasts, etc)",,,Conversation,,,Weather,,,,,Strongly agree,Strongly agree,IT GATHERS INFORMATION ABOUT THE THIRD - PARTY SMART HOME  DEVICES YOU CONNECT TO YOUR AMAZON SMART SPEAKER,Probably correct,I don't know,I don't know,Probably incorrect,I don't know,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
